manufacturer,model_name,screen_size_inches,screen,cpu,ram_GB,storage,os,os_version,weight,price_euros,gpu_manufacturer,cpu_manufacturer,screen_width_px,screen_high_px,cpu_speed_ghz
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Windows,10,4.3kg,"2299,00",Nvidia,Intel,1920,1080,2.6
Dell,Latitude E5270,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4,500GB HDD,Windows,7,1.5kg,"1135,15",Intel,Intel,1366,768,2.3
Dell,Latitude E5270,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4,128GB SSD,Windows,7,1.5kg,"1166,97",Intel,Intel,1366,768,2.3
Acer,Chromebook 15,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,4,16GB SSD,Chrome OS,Version Unknown,2.20kg,"209,00",Intel,Intel,1366,768,1.5
HP,ZBook 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1TB HDD,Windows,7,3.0kg,"2899,00",AMD,Intel,1920,1080,2.6
Lenovo,Legion Y520-15IKBN,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Windows,10,2.4kg,"1199,00",Nvidia,Intel,1920,1080,2.8
Dell,Latitude E5270,12.5,1366x768,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,1.5kg,"1413,10",Intel,Intel,1366,768,2.3
Micro-Star International,GE72 Apache,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Windows,10,2.9kg,"1511,19",Nvidia,Intel,1920,1080,2.6
Lenovo,Yoga 500-15ISK,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4,256GB SSD,Windows,10,2.1kg,"867,00",Intel,Intel,1920,1080,2.3
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),15.6,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4,1TB HDD,Windows,10,2.1kg,"398,00",AMD,AMD,1920,1080,2.5
Asus,Rog GL552VW-CN470T,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Windows,10,2.59kg,"1339,00",Nvidia,Intel,1920,1080,2.6
HP,EliteBook 1030,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y54 1.1GHz,8,256GB SSD,Windows,10,1.16kg,"1699,00",Intel,Intel,3200,1800,1.1
Dell,Vostro 3559,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,7,2.24kg,"769,15",AMD,Intel,1366,768,2.3
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,128GB SSD,Windows,10,2.1kg,"429,00",Intel,Intel,1366,768,2.0
HP,Spectre Pro,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Windows,10,1.16kg,"1969,00",Intel,Intel,1920,1080,2.5
Lenovo,Yoga Book,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64GB Flash Storage,Android,Version Unknown,0.69kg,"549,00",Intel,Intel,1920,1200,1.44
Dell,XPS 13,13.3,Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,8,256GB SSD,Windows,10,1.23kg,"1379,00",Intel,Intel,1920,1080,2.4
Lenovo,IdeaPad Y900-17ISK,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,256GB SSD +  1TB Hybrid,Windows,10,4.6kg,"2749,99",Nvidia,Intel,1920,1080,2.7
Razer,Blade Stealth,12.5,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.25kg,"1029,00",Intel,Intel,3840,2160,2.5
Toshiba,Portege X30-D-10K,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.05kg,"2226,00",Intel,Intel,1920,1080,2.7
Asus,Rog GL752VW-T4308T,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Windows,10,3.52kg,"1312,49",Nvidia,Intel,1920,1080,2.6
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),13.3,Full HD 1920x1080,Intel Atom X5-Z8350 1.44GHz,4,32GB Flash Storage,Windows,10,1.35kg,"196,00",Intel,Intel,1920,1080,1.44
HP,Spectre Pro,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.16kg,"1690,00",Intel,Intel,1920,1080,2.3
HP,EliteBook 1040,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,1.43kg,"1513,00",Intel,Intel,1920,1080,2.3
Dell,Latitude E5570,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Linux,Version Unknown,2.09kg,"523,63",Intel,Intel,1366,768,2.3
Asus,VivoBook Max,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Windows,10,2kg,"435,00",Intel,Intel,1366,768,2.4
Lenovo,ThinkPad Yoga,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.8kg,"1669,00",Intel,Intel,1920,1080,2.5
Lenovo,Yoga Book,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64GB Flash Storage,Windows,10,0.69kg,"479,00",Intel,Intel,1920,1200,1.44
HP,EliteBook 820,12.5,1366x768,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Windows,7,1.26kg,"1895,00",Intel,Intel,1366,768,2.4
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,No OS,Version Unknown,2.4kg,"989,00",Nvidia,Intel,1920,1080,2.5
HP,Omen -,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,128GB SSD +  1TB HDD,Windows,10,3.35kg,"1129,00",Nvidia,Intel,1920,1080,2.3
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),15.6,1366x768,Intel Core i7 7500U 2.7GHz,8,2TB HDD,Windows,10,2.04kg,"629,00",Intel,Intel,1366,768,2.7
Lenovo,ThinkPad P40,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6GHz,8,512GB SSD,Windows,7,1.8kg,"2050,38",Nvidia,Intel,1920,1080,2.6
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Windows,10,1.5kg,"278,00",Intel,Intel,1366,768,1.1
HP,250 G6,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.84kg,"752,00",Intel,Intel,1920,1080,2.7
Acer,Aspire E5-576G,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Windows,10,2.23kg,"616,00",Nvidia,Intel,1920,1080,2.5
Lenovo,IdeaPad 500-15ISK,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,1TB Hybrid,Windows,10,2.5kg,"1099,00",AMD,Intel,1920,1080,2.5
HP,ZBook 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Windows,7,3kg,"3949,40",Nvidia,Intel,1920,1080,2.6
Dell,Inspiron 5567,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.5kg,"784,00",AMD,Intel,1366,768,2.5
Micro-Star International,GT72S Dominator,17.3,Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16,256GB SSD +  1TB HDD,Windows,10,3.78kg,"2399,00",Nvidia,Intel,1920,1080,2.7
HP,EliteBook 850,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,7,1.88kg,"2171,72",Intel,Intel,1920,1080,2.5
Lenovo,ThinkPad X1,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Windows,10,2.8kg,"2440,00",Intel,Intel,2560,1440,2.6
Micro-Star International,GP62M 7RDX,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.4kg,"1142,80",Nvidia,Intel,1920,1080,2.8
HP,Spectre Pro,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Windows,10,1.48kg,"1629,00",Intel,Intel,1920,1080,2.4
HP,ZBook 15,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Windows,7,2.59kg,"2229,00",Nvidia,Intel,1920,1080,2.6
HP,Spectre Pro,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Windows,10,1.48kg,"1799,00",Intel,Intel,2560,1440,2.6
HP,ZBook Studio,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Windows,7,2.0kg,"1899,00",Nvidia,Intel,1920,1080,2.6
HP,EliteBook 820,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.50GHz,8,256GB SSD,Windows,7,1.26kg,"2296,95",Intel,Intel,1920,1080,2.5
Dell,Vostro 5568,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,2.18kg,"1009,90",Nvidia,Intel,1920,1080,2.7
HP,EliteBook 850,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,7,1.88kg,"1579,00",Intel,Intel,1920,1080,2.3
Lenovo,ThinkPad X1,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.27kg,"2339,00",Intel,Intel,2560,1440,2.5
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,1TB HDD,No OS,Version Unknown,1.9kg,"339,00",Intel,Intel,1366,768,2.0
HP,15-BA015wm (E2-7110/4GB/500GB/W10),15.6,1366x768,AMD E-Series 7110 1.8GHz,4,500GB HDD,Windows,10,1.86kg,"297,00",AMD,AMD,1366,768,1.8
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,1TB HDD,No OS,Version Unknown,2.32kg,"599,00",AMD,Intel,1920,1080,2.3
Dell,Inspiron 7567,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Windows,10,2.62kg,"1199,00",Nvidia,Intel,1920,1080,2.8
Dell,XPS 15,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i5 6300HQ 2.3GHz,8,256GB SSD,Windows,10,2.04kg,"2250,68",Nvidia,Intel,3840,2160,2.3
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,15.6,Full HD 1920x1080,AMD A6-Series A6-9220 2.5GHz,4,256GB SSD,Windows,10,1.91kg,"478,89",AMD,AMD,1920,1080,2.5
Micro-Star International,GP72M 7REX,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.7kg,"1492,80",Nvidia,Intel,1920,1080,2.8
Lenovo,ThinkPad T460s,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12,512GB SSD,Windows,7,1.4kg,"2299,00",Intel,Intel,1920,1080,2.6
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,1TB Hybrid,Windows,10,2.5kg,"788,49",AMD,Intel,1920,1080,2.3
HP,Spectre Pro,13.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8,512GB SSD,Windows,10,1.48kg,"2041,00",Intel,Intel,2560,1440,2.6
Lenovo,ThinkPad T460,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Windows,7,1.7kg,"1499,00",Intel,Intel,1920,1080,2.6
Micro-Star International,GS40 Phantom,14.0,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Windows,10,1.7kg,"1769,00",Nvidia,Intel,1920,1080,2.6
HP,Pavilion 15-cb003nv,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Windows,10,2.62kg,"899,00",Nvidia,Intel,1920,1080,2.8
Lenovo,IdeaPad 310-15ISK,15.6,1366x768,Intel Core i3 6006U 2.0GHz,8,1TB HDD,Windows,10,2.2kg,"459,00",Intel,Intel,1366,768,2.0
HP,250 G4,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,No OS,Version Unknown,2.1kg,"476,99",Intel,Intel,1366,768,2.3
Dell,Inspiron 7567,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.62kg,"1498,00",Nvidia,Intel,3840,2160,2.8
Lenovo,ThinkPad T570,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.95kg,"1390,00",Intel,Intel,1920,1080,2.5
Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,Windows,10,2.2kg,"468,00",Nvidia,Intel,1920,1080,2.0
HP,Stream 14-AX000nv,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Windows,10,1.44kg,"249,00",Intel,Intel,1366,768,1.6
Micro-Star International,PL60 7RD,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,2.2kg,"839,00",Nvidia,Intel,1920,1080,2.7
HP,250 G5,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.96kg,"679,00",Intel,Intel,1920,1080,2.5
HP,ProBook 450,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Windows,10,2.1kg,"1159,00",Intel,Intel,1920,1080,1.8
Asus,X553SA-XX021T (N3050/4GB/500GB/W10),15.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4,500GB HDD,Windows,10,2.2kg,"369,00",Intel,Intel,1366,768,1.6
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,No OS,Version Unknown,2.1kg,"398,00",Intel,Intel,1366,768,2.3
Lenovo,IdeaPad 510-15IKB,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,No OS,Version Unknown,2.2kg,"709,00",Nvidia,Intel,1920,1080,2.7
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),14.0,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,256GB SSD,Windows,10,2kg,"769,00",Intel,Intel,1920,1080,2.4
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,4,1TB Hybrid,Windows,7,2.32kg,"825,00",Intel,Intel,1920,1080,2.5
Lenovo,IdeaPad Y700-15ISK,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,512GB SSD,Windows,10,3.31kg,"1305,00",Nvidia,Intel,1920,1080,2.6
Micro-Star International,GS60 Ghost,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Windows,10,1.91kg,"2153,37",Nvidia,Intel,1920,1080,2.6
HP,ProBook 450,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4,500GB HDD,Windows,10,2.07kg,"650,00",Intel,Intel,1366,768,2.3
Lenovo,ThinkPad X1,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.36kg,"1637,00",Intel,Intel,2560,1440,2.3
Lenovo,IdeaPad 310-15IKB,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6,256GB SSD,Windows,10,1.54kg,"831,00",Nvidia,Intel,1920,1080,2.7
Dell,Vostro 5568,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Linux,Version Unknown,1.98kg,"895,01",Nvidia,Intel,1920,1080,2.7
Acer,Aspire 3,15.6,1366x768,Intel Celeron Dual Core N3350 2GHz,4,500GB HDD,Windows,10,2.1kg,"333,00",Intel,Intel,1366,768,2.0
HP,Pavilion 15-BC000nv,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6,1TB HDD,Windows,10,2.18kg,"799,00",Nvidia,Intel,1920,1080,2.6
Asus,Rog GL552VW-DM201T,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD +  1TB HDD,Windows,10,2.591kg,"909,00",Nvidia,Intel,1920,1080,2.6
Dell,Inspiron 5578,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,2.09kg,"1179,00",Intel,Intel,1920,1080,2.7
Acer,Aspire E5-576G,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,2.23kg,"691,00",Nvidia,Intel,1920,1080,2.5
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Linux,Version Unknown,1.23kg,"1099,00",Intel,Intel,3200,1800,2.4
Acer,Predator G9-793,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,4.2kg,"2599,00",Nvidia,Intel,1920,1080,2.8
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Windows,10,2.4kg,"819,00",Nvidia,Intel,1920,1080,2.5
Samsung,Chromebook Plus,12.3,IPS Panel Touchscreen 2400x1600,Samsung Cortex A72&A53 2.0GHz,4,32GB Flash Storage,Chrome OS,Version Unknown,1.15kg,"659,00",ARM,Samsung,2400,1600,2.0
HP,250 G6,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,1.86kg,"485,00",Intel,Intel,1366,768,2.5
Apple,"MacBook 12""",12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8,256GB Flash Storage,macOS,X,0.920kg,"1163,00",Intel,Intel,2304,1440,1.1
Dell,Inspiron 7378,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.6kg,"1199,00",Intel,Intel,1920,1080,2.5
HP,Pavilion Power,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,128GB SSD +  1TB HDD,Windows,10,2.21kg,"1327,00",Nvidia,Intel,1920,1080,2.8
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB HDD,No OS,Version Unknown,1.9kg,"368,00",AMD,Intel,1366,768,2.0
Asus,Rog G752VY-GC229T,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,512GB SSD +  1TB HDD,Windows,10,4.3kg,"2150,00",Nvidia,Intel,1920,1080,2.6
Acer,Aspire 3,15.6,1366x768,Intel Celeron Dual Core N3350 2GHz,4,1TB HDD,Linux,Version Unknown,2.1kg,"272,00",Intel,Intel,1366,768,2.0
Micro-Star International,GS73VR 7RF,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.43kg,"2048,90",Nvidia,Intel,1920,1080,2.8
Dell,Inspiron 5567,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4,128GB SSD,Windows,10,2.3kg,"499,00",AMD,Intel,1366,768,2.0
Lenovo,IdeaPad 310-15ISK,15.6,1366x768,Intel Core i7 6500U 2.5GHz,8,500GB HDD,No OS,Version Unknown,2.2kg,"629,00",Nvidia,Intel,1366,768,2.5
Dell,Inspiron 5579,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Windows,10,2kg,"1285,00",Intel,Intel,1920,1080,1.8
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.2kg,"2680,00",Intel,Intel,3200,1800,2.7
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1TB HDD,Windows,10,2.2kg,"1169,00",Nvidia,Intel,1920,1080,2.6
Dell,Inspiron 5567,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.36kg,"889,00",AMD,Intel,1920,1080,2.5
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.91kg,"579,00",Intel,Intel,1366,768,2.5
Lenovo,IdeaPad 320-15AST,15.6,1366x768,AMD E-Series 9000 2.2GHz,4,500GB HDD,Windows,10,2.2kg,"299,00",AMD,AMD,1366,768,2.2
Acer,Aspire E5-774G,17.3,1600x900,Intel Core i3 6006U 2.0GHz,8,1TB HDD,Windows,10,3.3kg,"629,00",Nvidia,Intel,1600,900,2.0
Asus,Rog Strix,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.2kg,"2449,00",Nvidia,Intel,1920,1080,2.8
Apple,"MacBook 12""",12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8,512GB Flash Storage,macOS,X,0.920kg,"1279,00",Intel,Intel,2304,1440,1.2
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Windows,10,2.2kg,"1749,00",Nvidia,Intel,1920,1080,2.8
Micro-Star International,GS73VR Stealth,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Windows,10,2.43kg,"1948,99",Nvidia,Intel,1920,1080,2.6
Dell,Inspiron 7579,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.191kg,"999,00",Intel,Intel,1920,1080,2.5
Asus,ROG Strix,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.9kg,"1949,00",Nvidia,Intel,1920,1080,2.8
Acer,C740-C9QX (3205U/2GB/32GB/Chrome,11.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,2,32GB SSD,Chrome OS,Version Unknown,1.3kg,"174,00",Intel,Intel,1366,768,1.5
Acer,E5 774G,17.3,1600x900,Intel Core i3 6006U 2GHz,4,1TB HDD,Windows,10,3.3kg,"598,00",Nvidia,Intel,1600,900,2.0
Lenovo,IdeaPad 320-17IKB,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8,1TB HDD,No OS,Version Unknown,2.8kg,"539,00",Intel,Intel,1600,900,2.5
Lenovo,IdeaPad Y700-15ISK,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Windows,10,2.6kg,"1272,00",Nvidia,Intel,1920,1080,2.6
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,8,256GB SSD,Windows,10,1.2kg,"1149,00",Intel,Intel,1920,1080,1.3
Lenovo,Thinkpad T560,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Windows,10,2.3kg,"1529,00",Intel,Intel,1920,1080,2.6
Micro-Star International,GP62MVR 6RF,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Windows,10,2.2kg,"1476,11",Nvidia,Intel,1920,1080,2.6
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,15.6,Full HD 1920x1080,AMD A12-Series 9720P 2.7GHz,6,1TB HDD,Windows,10,2.1kg,"529,00",AMD,AMD,1920,1080,2.7
Dell,Latitude E7270,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Windows,7,1.26kg,"1713,37",Intel,Intel,1920,1080,2.4
Dell,Inspiron 5578,15.0,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Windows,10,2.08kg,"509,00",Intel,Intel,1920,1080,2.4
Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,1TB HDD,Windows,10,2.65kg,"309,00",Intel,Intel,1366,768,1.6
Dell,XPS 13,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.29kg,"1477,00",Intel,Intel,3200,1800,2.7
Dell,Vostro 3568,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Linux,Version Unknown,2.18kg,"521,86",Intel,Intel,1366,768,2.5
Lenovo,IdeaPad Y700-15ISK,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Windows,10,2.6kg,"1029,00",Nvidia,Intel,1920,1080,2.6
Micro-Star International,GL62M 7RDX,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.2kg,"1149,00",Nvidia,Intel,1920,1080,2.8
Lenovo,ThinkPad Yoga,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.50GHz,16,512GB SSD,Windows,10,1.3kg,"1650,00",Intel,Intel,1920,1080,2.5
Razer,Blade Pro,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1TB SSD,Windows,10,1.95kg,"3499,00",Nvidia,Intel,1920,1080,2.8
Dell,Inspiron 3567,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,8,1TB HDD,Windows,10,2.3kg,"469,01",Intel,Intel,1366,768,2.4
Micro-Star International,GE72VR Apache,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.7kg,"1598,00",Nvidia,Intel,1920,1080,2.8
Apple,MacBook Air,11.6,1366x768,Intel Core i5 1.6GHz,4,256GB Flash Storage,macOS,X,1.08kg,"959,00",Intel,Intel,1366,768,1.6
HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,Windows,10,2.1kg,"478,00",Intel,Intel,1920,1080,2.0
